ensembl_gene_id	external_gene_name	description	gene_biotype
ENSG00000244363	RPL7P23	ribosomal protein L7 pseudogene 23 	processed_pseudogene
ENSG00000244371	PFN1P8	profilin 1 pseudogene 8 	processed_pseudogene
ENSG00000244372	RN7SL423P	RNA, 7SL, cytoplasmic 423, pseudogene 	misc_RNA
ENSG00000244376	RN7SL636P	RNA, 7SL, cytoplasmic 636, pseudogene 	misc_RNA
ENSG00000244378	RPS2P45	ribosomal protein S2 pseudogene 45 	transcribed_processed_pseudogene
ENSG00000244380	NA	novel transcript, antisense to TMA7	lncRNA
ENSG00000244381	SDHDP3	succinate dehydrogenase complex subunit D pseudogene 3 	processed_pseudogene
ENSG00000244383	FAM3D-AS1	FAM3D antisense RNA 1 	lncRNA
ENSG00000244384	RN7SL359P	RNA, 7SL, cytoplasmic 359, pseudogene 	misc_RNA
ENSG00000244389	RN7SL242P	RNA, 7SL, cytoplasmic 242, pseudogene 	misc_RNA
ENSG00000244390	RPS6P22	ribosomal protein S6 pseudogene 22 	processed_pseudogene
ENSG00000244391	RN7SL330P	RNA, 7SL, cytoplasmic 330, pseudogene 	misc_RNA
ENSG00000244392	RN7SL869P	RNA, 7SL, cytoplasmic 869, pseudogene 	misc_RNA
ENSG00000244395	RBMY1D	RNA binding motif protein Y-linked family 1 member D 	protein_coding
ENSG00000244398	RPL36AP37	ribosomal protein L36a pseudogene 37 	processed_pseudogene
ENSG00000244399	RN7SL251P	RNA, 7SL, cytoplasmic 251, pseudogene 	misc_RNA
ENSG00000244400	RPS4XP12	ribosomal protein S4X pseudogene 12 	processed_pseudogene
ENSG00000244402	RN7SL314P	RNA, 7SL, cytoplasmic 314, pseudogene 	misc_RNA
ENSG00000244404	RN7SL216P	RNA, 7SL, cytoplasmic 216, pseudogene 	misc_RNA
ENSG00000244405	ETV5	ETS variant transcription factor 5 	protein_coding
ENSG00000244411	KRTAP5-7	keratin associated protein 5-7 	protein_coding
ENSG00000244413	RPL23AP56	ribosomal protein L23a pseudogene 56 	processed_pseudogene
ENSG00000244414	CFHR1	complement factor H related 1 	protein_coding
ENSG00000244422	RPL38P3	RPL38 pseudogene 3 	processed_pseudogene
ENSG00000244425	RN7SL268P	RNA, 7SL, cytoplasmic 268, pseudogene 	misc_RNA
ENSG00000244427	RPS3AP31	RPS3A pseudogene 31 	processed_pseudogene
ENSG00000244429	SSBL6P	small RNA binding exonuclease protection factor La like 6, pseudogene 	processed_pseudogene
ENSG00000244432	RPL39P28	ribosomal protein L39 pseudogene 28 	processed_pseudogene
ENSG00000244436	NA	ribosomal protein, large, P2 (RPLP2) pseudogene	processed_pseudogene
ENSG00000244437	IGKV3-15	immunoglobulin kappa variable 3-15 	IG_V_gene
ENSG00000244441	RPL34P9	ribosomal protein L34 pseudogene 9 	processed_pseudogene
ENSG00000244444	EGFL8	EGF like domain multiple 8 	protein_coding
ENSG00000244451	RPL34P21	ribosomal protein L34 pseudogene 21 	processed_pseudogene
ENSG00000244456	SPECC1P2	SPECC1 pseudogene 2 	transcribed_unprocessed_pseudogene
ENSG00000244457	ENO1P1	enolase 1 pseudogene 1 	transcribed_processed_pseudogene
ENSG00000244459	NA	novel transcript	lncRNA
ENSG00000244461	LINC02077	long intergenic non-protein coding RNA 2077 	lncRNA
ENSG00000244462	RBM12	RNA binding motif protein 12 	protein_coding
ENSG00000244464	NA	novel transcript	lncRNA
ENSG00000244468	TM4SF18-AS1	TM4SF18 antisense RNA 1 	lncRNA
ENSG00000244470	RPL6P14	ribosomal protein L6 pseudogene 14 	processed_pseudogene
ENSG00000244471	TPTE2P3	TPTE2 pseudogene 3 	transcribed_unprocessed_pseudogene
ENSG00000244474	UGT1A4	UDP glucuronosyltransferase family 1 member A4 	protein_coding
ENSG00000244476	ERVFRD-1	endogenous retrovirus group FRD member 1, envelope 	protein_coding
ENSG00000244479	OR2A1-AS1	OR2A1 antisense RNA 1 	lncRNA
ENSG00000244480	NA	pseudogene similar golgi autoantigen, golgin subfamily a, 8A GOLGA8A	transcribed_processed_pseudogene
ENSG00000244482	LILRA6	leukocyte immunoglobulin like receptor A6 	protein_coding
ENSG00000244485	RPL18P13	ribosomal protein L18 pseudogene 13 	transcribed_processed_pseudogene
ENSG00000244486	SCARF2	scavenger receptor class F member 2 	protein_coding
ENSG00000244490	RWDD4P1	RWD domain containing 4 pseudogene 1 	processed_pseudogene
ENSG00000244491	NA	novel transcript, antisense to SUN2	lncRNA
ENSG00000244493	SLC9A9-AS2	SLC9A9 antisense RNA 2 	lncRNA
ENSG00000244501	RN7SL623P	RNA, 7SL, cytoplasmic 623, pseudogene 	misc_RNA
ENSG00000244502	HDAC11-AS1	HDAC11 antisense RNA 1 	lncRNA
ENSG00000244503	EEF1A1P45	eukaryotic translation elongation factor 1 alpha 1 pseudogene 45 	processed_pseudogene
ENSG00000244509	APOBEC3C	apolipoprotein B mRNA editing enzyme catalytic subunit 3C 	protein_coding
ENSG00000244510	NA	general transcription factor II, i (GTF2I) pseudogene	transcribed_unprocessed_pseudogene
ENSG00000244512	RN7SL28P	RNA, 7SL, cytoplasmic 28, pseudogene 	misc_RNA
ENSG00000244513	EOGT-DT	EOGT divergent transcript 	lncRNA
ENSG00000244514	RN7SL125P	RNA, 7SL, cytoplasmic 125, pseudogene 	misc_RNA
ENSG00000244515	KRT18P34	keratin 18 pseudogene 34 	transcribed_processed_pseudogene
ENSG00000244521	RN7SL700P	RNA, 7SL, cytoplasmic 700, pseudogene 	misc_RNA
ENSG00000244527	RPL21P128	ribosomal protein L21 pseudogene 128 	processed_pseudogene
ENSG00000244528	SEPTIN14P2	septin 14 pseudogene 2 	transcribed_processed_pseudogene
ENSG00000244532	RN7SL380P	RNA, 7SL, cytoplasmic 380, pseudogene 	misc_RNA
ENSG00000244534	RN7SL211P	RNA, 7SL, cytoplasmic 211, pseudogene 	misc_RNA
ENSG00000244535	NA	ribosomal protein L34 (RPL34) pseudogene	processed_pseudogene
ENSG00000244537	KRTAP4-2	keratin associated protein 4-2 	protein_coding
ENSG00000244538	RPS27P13	ribosomal protein S27 pseudogene 13 	processed_pseudogene
ENSG00000244540	RPL35AP29	ribosomal protein L35a pseudogene 29 	processed_pseudogene
ENSG00000244541	LINC01213	long intergenic non-protein coding RNA 1213 	lncRNA
ENSG00000244544	RN7SL446P	RNA, 7SL, cytoplasmic 446, pseudogene 	misc_RNA
ENSG00000244550	NA	novel transcript	lncRNA
ENSG00000244551	RPL34P29	ribosomal protein L34 pseudogene 29 	processed_pseudogene
ENSG00000244556	ODCP	ornithine decarboxylase pseudogene 	processed_pseudogene
ENSG00000244558	KCNK15-AS1	KCNK15 and WISP2 antisense RNA 1 	lncRNA
ENSG00000244559	NA	ribosomal protein L9 (RPL9) pseudogene	processed_pseudogene
ENSG00000244560	NA	zinc finger protein 956 (Zfp956) pseudogene	transcribed_unitary_pseudogene
ENSG00000244561	RLIG1P2	RLIG1 pseudogene 2 	processed_pseudogene
ENSG00000244563	RPS26P19	ribosomal protein S26 pseudogene 19 	processed_pseudogene
ENSG00000244564	PRICKLE2-DT	PRICKLE2 divergent transcript 	lncRNA
ENSG00000244565	POLR2DP2	POLR2D pseudogene 2 	processed_pseudogene
ENSG00000244568	RN7SL654P	RNA, 7SL, cytoplasmic 654, pseudogene 	misc_RNA
ENSG00000244571	RPS6P4	ribosomal protein S6 pseudogene 4 	processed_pseudogene
ENSG00000244573	RPL30P11	ribosomal protein L30 pseudogene 11 	transcribed_processed_pseudogene
ENSG00000244575	IGKV1-27	immunoglobulin kappa variable 1-27 	IG_V_gene
ENSG00000244578	LINC01391	long intergenic non-protein coding RNA 1391 	lncRNA
ENSG00000244582	RPL21P120	ribosomal protein L21 pseudogene 120 	processed_pseudogene
ENSG00000244585	RPL12P33	ribosomal protein L12 pseudogene 33 	processed_pseudogene
ENSG00000244586	WNT5A-AS1	WNT5A antisense RNA 1 	lncRNA
ENSG00000244588	RAD21L1	RAD21 cohesin complex component like 1 	protein_coding
ENSG00000244593	NA	ribosomal protein L10a (RPL10A) pseudogene	processed_pseudogene
ENSG00000244604	NA	ribosomal protein S26 (RPS26) pseudogene	processed_pseudogene
ENSG00000244607	CCDC13	coiled-coil domain containing 13 	protein_coding
ENSG00000244610	RN7SL756P	RNA, 7SL, cytoplasmic 756, pseudogene 	misc_RNA
ENSG00000244615	PSPC1P2	paraspeckle component 1 pseudogene 2 	transcribed_unprocessed_pseudogene
ENSG00000244617	ASPRV1	aspartic peptidase retroviral like 1 	protein_coding
ENSG00000244618	RN7SL334P	RNA, 7SL, cytoplasmic 334, pseudogene 	misc_RNA
ENSG00000244619	ANKRD35-DT	ANKRD35 divergent transcript 	lncRNA
ENSG00000244621	RPS17P11	ribosomal protein S17 pseudogene 11 	processed_pseudogene
ENSG00000244623	OR2AE1	olfactory receptor family 2 subfamily AE member 1 	protein_coding
ENSG00000244624	KRTAP20-1	keratin associated protein 20-1 	protein_coding
ENSG00000244625	MIATNB	MIAT neighbor 	lncRNA
ENSG00000244627	TPTEP2	TPTE pseudogene 2 	transcribed_unprocessed_pseudogene
ENSG00000244630	NA	ribosomal protein S26 (RPS26) pseudogene	processed_pseudogene
ENSG00000244632	RN7SL863P	RNA, 7SL, cytoplasmic 863, pseudogene 	misc_RNA
ENSG00000244640	RPLP0P8	ribosomal protein lateral stalk subunit P0 pseudogene 8 	processed_pseudogene
ENSG00000244641	RPS26P43	ribosomal protein S26 pseudogene 43 	processed_pseudogene
ENSG00000244642	RN7SL396P	RNA, 7SL, cytoplasmic 396, pseudogene 	misc_RNA
ENSG00000244646	XKRYP7	XK related, Y-linked pseudogene 7 	transcribed_unprocessed_pseudogene
ENSG00000244649	LINC02086	long intergenic non-protein coding RNA 2086 	lncRNA
ENSG00000244652	NA	TM2 domain containing 1 (TM2D1) pseudogene	processed_pseudogene
ENSG00000244653	UBFD1P1	ubiquitin family domain containing 1 pseudogene 1 	processed_pseudogene
ENSG00000244657	NA	general transcription factor II, i (GTF2I) pseudogene	transcribed_unprocessed_pseudogene
ENSG00000244661	TRBV12-1	T cell receptor beta variable 12-1 (pseudogene) 	TR_V_pseudogene
ENSG00000244662	NA	ribosomal protein L21 (RPL21) pseudogene	processed_pseudogene
ENSG00000244668	SNRPCP3	small nuclear ribonucleoprotein polypeptide C pseudogene 3 	processed_pseudogene
ENSG00000244669	NA	ribosomal protein S6 (RPS6) pseudogene	processed_pseudogene
ENSG00000244671	RN7SL280P	RNA, 7SL, cytoplasmic 280, pseudogene 	misc_RNA
ENSG00000244672	LY6G5B	lymphocyte antigen 6 family member G5B 	protein_coding
ENSG00000244674	RPS3AP15	RPS3A pseudogene 15 	processed_pseudogene
ENSG00000244675	NA	novel transcript, sense overlapping to ATP13A3	lncRNA
ENSG00000244676	NA	novel transcript, antisense to C21orf91	lncRNA
ENSG00000244677	RN7SL706P	RNA, 7SL, cytoplasmic 706, pseudogene 	misc_RNA
ENSG00000244681	MTHFD2P1	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase pseudogene 1 	transcribed_processed_pseudogene
ENSG00000244682	FCGR2C	Fc gamma receptor IIc (gene/pseudogene) 	protein_coding
ENSG00000244687	UBE2V1	ubiquitin conjugating enzyme E2 V1 	protein_coding
ENSG00000244691	RPL10AP1	ribosomal protein L10a pseudogene 1 	processed_pseudogene
ENSG00000244692	RN7SL724P	RNA, 7SL, cytoplasmic 724, pseudogene 	misc_RNA
ENSG00000244694	PTCHD4	patched domain containing 4 	protein_coding
ENSG00000244695	NA	HLA complex group 17 (non-protein coding)	lncRNA
ENSG00000244699	EVA1CP5	EVA1C pseudogene 5 	unprocessed_pseudogene
ENSG00000244701	NA	novel transcript, antisense to AGK	lncRNA
ENSG00000244703	CD46P1	CD46 molecule pseudogene 1 	unprocessed_pseudogene
ENSG00000244705	RPLP0P10	ribosomal protein lateral stalk subunit P0 pseudogene 10 	processed_pseudogene
ENSG00000244706	NA	novel transcript	lncRNA
ENSG00000244708	RPL23P10	ribosomal protein L23 pseudogene 10 	processed_pseudogene
ENSG00000244710	RN7SL47P	RNA, 7SL, cytoplasmic 47, pseudogene 	misc_RNA
ENSG00000244712	RPL29P27	ribosomal protein L29 pseudogene 27 	processed_pseudogene
ENSG00000244716	RPL17P7	ribosomal protein L17 pseudogene 7 	processed_pseudogene
ENSG00000244717	RPS27P14	ribosomal protein S27 pseudogene 14 	processed_pseudogene
ENSG00000244720	NT5C3AP2	NT5C3A pseudogene 2 	processed_pseudogene
ENSG00000244721	HLA-L	major histocompatibility complex, class I, L (pseudogene) 	transcribed_unprocessed_pseudogene
ENSG00000244722	RPSAP29	ribosomal protein SA pseudogene 29 	processed_pseudogene
ENSG00000244723	ASLP1	argininosuccinate lyase pseudogene 1 	transcribed_unprocessed_pseudogene
ENSG00000244730	PHF5AP3	PHF5A pseudogene 3 	processed_pseudogene
ENSG00000244731	C4A	complement C4A (Chido/Rodgers blood group) 	protein_coding
ENSG00000244732	RN7SL870P	RNA, 7SL, cytoplasmic 870, pseudogene 	misc_RNA
ENSG00000244733	NA	novel transcript	lncRNA
ENSG00000244734	HBB	hemoglobin subunit beta 	protein_coding
ENSG00000244738	NA	novel transcript	lncRNA
ENSG00000244740	RPL31P23	ribosomal protein L31 pseudogene 23 	processed_pseudogene
ENSG00000244743	RPL35AP27	ribosomal protein L35a pseudogene 27 	processed_pseudogene
ENSG00000244748	RN7SL153P	RNA, 7SL, cytoplasmic 153, pseudogene 	misc_RNA
ENSG00000244752	CRYBB2	crystallin beta B2 	protein_coding
ENSG00000244753	RPL15P21	ribosomal protein L15 pseudogene 21 	processed_pseudogene
ENSG00000244754	N4BP2L2	NEDD4 binding protein 2 like 2 	protein_coding
ENSG00000244756	NA	ribosomal protein L37 (RPL37) pseudogene	processed_pseudogene
ENSG00000244757	NA	novel transcript	lncRNA
ENSG00000244791	NA	novel transcript	lncRNA
ENSG00000244879	GABPB1-AS1	GABPB1 antisense RNA 1 	lncRNA
ENSG00000244921	MTCYBP18	MT-CYB pseudogene 18 	processed_pseudogene
ENSG00000244926	ALKBH3-AS1	ALKBH3 antisense RNA 1 	lncRNA
ENSG00000244932	IFT122P2	IFT122 pseudogene 2 	transcribed_unprocessed_pseudogene
ENSG00000244945	RUFY1-AS1	RUFY1 antisense RNA 1 	lncRNA
ENSG00000244953	NA	novel transcript	lncRNA
ENSG00000244968	LIFR-AS1	LIFR antisense RNA 1 	lncRNA
ENSG00000244998	ASTILCS	antisense transcript of PTP4A3, liver carcinoma survival associated 	lncRNA
ENSG00000245008	NA	novel transcript, antisense to FLI1	lncRNA
ENSG00000245017	LINC02453	long intergenic non-protein coding RNA 2453 	lncRNA
ENSG00000245025	RHOBTB2-AS1	RHOBTB2 antisense RNA 1 	lncRNA
ENSG00000245059	C16orf46-DT	C16orf46 divergent transcript 	lncRNA
ENSG00000245060	LINC00847	long intergenic non-protein coding RNA 847 	lncRNA
ENSG00000245067	IGFBP7-AS1	IGFBP7 antisense RNA 1 	lncRNA
ENSG00000245080	MIR3150BHG	MIR3150B host gene 	lncRNA
ENSG00000245105	A2M-AS1	A2M antisense RNA 1 	lncRNA
ENSG00000245112	SMARCA5-AS1	SMARCA5 antisense RNA 1 	lncRNA
ENSG00000245146	MALINC1	mitosis associated long intergenic non-coding RNA 1 	lncRNA
ENSG00000245148	ARAP1-AS2	ARAP1 antisense RNA 2 	lncRNA
ENSG00000245149	RNF139-DT	RNF139 divergent transcript 	lncRNA
ENSG00000245156	NA	novel transcript	lncRNA
ENSG00000245164	LINC00861	long intergenic non-protein coding RNA 861 	lncRNA
ENSG00000245205	EEF1A1P4	eukaryotic translation elongation factor 1 alpha 1 pseudogene 4 	processed_pseudogene
ENSG00000245213	GALNT7-DT	GALNT7 divergent transcript 	lncRNA
ENSG00000245248	USP2-AS1	USP2 antisense RNA 1 	lncRNA
ENSG00000245261	CUL9-AS1	CUL9 antisense RNA 1 	lncRNA
ENSG00000245275	SAP30L-AS1	SAP30L and GALNT10 antisense RNA 1 	lncRNA
ENSG00000245281	ASAH1-AS1	ASAH1 antisense RNA 1 	lncRNA
ENSG00000245293	CYP2U1-AS1	CYP2U1 and SGMS2 antisense RNA 1 	lncRNA
ENSG00000245311	BMAL2-AS1	BMAL2 antisense RNA 1 	lncRNA
ENSG00000245317	MRNIP-DT	MRNIP divergent transcript 	lncRNA
ENSG00000245322	H2AZ1-DT	H2AZ1 divergent transcript 	lncRNA
ENSG00000245330	DEPTOR-AS1	DEPTOR antisense RNA 1 	lncRNA
ENSG00000245384	CXXC4-AS1	CXXC4 antisense RNA 1 	lncRNA
ENSG00000245385	RNF26-AS1	RNF26 antisense RNA 1 	lncRNA
ENSG00000245466	TTC9-DT	TTC9 divergent transcript 	lncRNA
ENSG00000245468	LINC02447	long intergenic non-protein coding RNA 2447 	lncRNA
ENSG00000245479	LINC01585	long intergenic non-protein coding RNA 1585 	lncRNA
ENSG00000245482	NA	novel transcript, antisense to ALG10	lncRNA
ENSG00000245498	MSANTD2-AS1	MSANTD2 antisense RNA 1 	lncRNA
ENSG00000245522	LINC02709	long intergenic non-protein coding RNA 2709 	lncRNA
ENSG00000245526	MIR9-2HG	MIR9-2 host gene 	lncRNA
ENSG00000245532	NEAT1	nuclear paraspeckle assembly transcript 1 	lncRNA
ENSG00000245534	RORA-AS1	RORA antisense RNA 1 	lncRNA
ENSG00000245552	LNCRNA-IUR	lncRNA imatinib upregulated 	lncRNA
ENSG00000245556	SCAMP1-AS1	SCAMP1 antisense RNA 1 	lncRNA
ENSG00000245571	FAM111A-DT	FAM111A divergent transcript 	lncRNA
ENSG00000245573	BDNF-AS	BDNF antisense RNA 	lncRNA
ENSG00000245598	DACT3-AS1	DACT3 antisense RNA 1 	lncRNA
ENSG00000245614	DDX11-AS1	DDX11 antisense RNA 1 	lncRNA
ENSG00000245648	KLRK1-AS1	KLRK1 antisense RNA 1 	lncRNA
ENSG00000245651	NA	novel transcript	lncRNA
ENSG00000245662	LINC02211	long intergenic non-protein coding RNA 2211 	lncRNA
ENSG00000245667	NA	novel transcript	lncRNA
ENSG00000245680	ZNF585B	zinc finger protein 585B 	protein_coding
ENSG00000245685	FRG1-DT	FRG1 divergent transcript 	lncRNA
ENSG00000245688	NA	novel transcript	lncRNA
ENSG00000245694	CRNDE	colorectal neoplasia differentially expressed 	lncRNA
ENSG00000245711	NADK2-AS1	NADK2 antisense RNA 1 	lncRNA
ENSG00000245719	SKOR1-AS1	SKOR1 antisense RNA 1 	lncRNA
ENSG00000245729	LINC02226	long intergenic non-protein coding RNA 2226 	lncRNA
ENSG00000245748	NA	novel transcript, antisense to TBC1D14 and TADA2B	lncRNA
ENSG00000245750	DRAIC	downregulated RNA in cancer, inhibitor of cell invasion and migration 	lncRNA
ENSG00000245768	NA	novel transcript	lncRNA
ENSG00000245812	LINC02202	long intergenic non-protein coding RNA 2202 	lncRNA
ENSG00000245832	MIR4300HG	MIR4300 host gene 	lncRNA
ENSG00000245848	CEBPA	CCAAT enhancer binding protein alpha 	protein_coding
ENSG00000245849	RAD51-AS1	RAD51 antisense RNA 1 	lncRNA
ENSG00000245857	GS1-24F4.2	uncharacterized LOC100652791 	lncRNA
ENSG00000245864	MEF2C-AS2	MEF2C antisense RNA 2 	lncRNA
ENSG00000245869	NA	novel transcript, antisense to CXCR5	lncRNA
ENSG00000245870	LINC00682	long intergenic non-protein coding RNA 682 	lncRNA
ENSG00000245888	NSMCE1-DT	NSMCE1 divergent transcript 	lncRNA
ENSG00000245904	BTG1-DT	BTG1 divergent transcript 	lncRNA
ENSG00000245910	SNHG6	small nucleolar RNA host gene 6 	lncRNA
ENSG00000245928	SDAD1-AS1	SDAD1 antisense RNA 1 	lncRNA
ENSG00000245937	SLC12A2-DT	SLC12A2 divergent transcript 	lncRNA
ENSG00000245954	LINC02273	long intergenic non-protein coding RNA 2273 	lncRNA
ENSG00000245958	SEPTIN7P14	septin 7 pseudogene 14 	transcribed_unprocessed_pseudogene
ENSG00000245970	RPL30-AS1	RPL30 antisense RNA 1 	lncRNA
ENSG00000245975	MINDY2-DT	MINDY2 divergent transcript 	lncRNA
ENSG00000246022	ALDH1L1-AS2	ALDH1L1 antisense RNA 2 	lncRNA
ENSG00000246067	RAB30-DT	RAB30 divergent transcript 	lncRNA
ENSG00000246082	NUDT16L2P	nudix hydrolase 16 like 2, pseudogene 	transcribed_unitary_pseudogene
ENSG00000246084	LINC02325	long intergenic non-protein coding RNA 2325 	lncRNA
ENSG00000246089	MCPH1-DT	MCPH1 divergent transcript 	lncRNA
ENSG00000246090	NA	novel transcript, antisense to ADH4, ADH6 & ADH1A	lncRNA
ENSG00000246095	LINC01096	long intergenic non-protein coding RNA 1096 	lncRNA
ENSG00000246100	LINC00900	long intergenic non-protein coding RNA 900 	lncRNA
ENSG00000246115	SUPT4H1P2	SPT4 homolog, DSIF elongation factor subunit pseudogene 2 	processed_pseudogene
ENSG00000246130	TNFRSF10B-AS1	TNFRSF10B antisense RNA 1 	lncRNA
ENSG00000246145	RRS1-DT	RRS1 divergent transcript 	lncRNA
ENSG00000246174	KCTD21-AS1	KCTD21 antisense RNA 1 	lncRNA
ENSG00000246211	P4HA3-AS1	P4HA3 antisense RNA 1 	lncRNA
ENSG00000246214	RETREG1-AS1	RETREG1 antisense RNA 1 	lncRNA
ENSG00000246223	LINC01550	long intergenic non-protein coding RNA 1550 	lncRNA
ENSG00000246225	NA	novel transcript, antisense to SVIP	lncRNA
ENSG00000246228	CASC8	cancer susceptibility 8 	lncRNA
ENSG00000246250	NA	novel transcript	lncRNA
ENSG00000246263	UBR5-DT	UBR5 divergent transcript 	lncRNA
ENSG00000246273	SBF2-AS1	SBF2 antisense RNA 1 	lncRNA
ENSG00000246283	TTBK2-AS1	TTBK2 antisense RNA 1 	lncRNA
ENSG00000246308	NA	novel transcript, antisense to ZBED5	lncRNA
ENSG00000246316	NA	artifact	lncRNA
ENSG00000246323	FAM13B-AS1	FAM13B antisense RNA 1 	lncRNA
ENSG00000246334	PRR7-AS1	PRR7 antisense RNA 1 	lncRNA
ENSG00000246339	EXTL3-AS1	EXTL3 antisense RNA 1 	lncRNA
ENSG00000246350	ZBED9-AS1	ZBED9 antisense RNA 1 	lncRNA
ENSG00000246363	LINC02458	long intergenic non-protein coding RNA 2458 	lncRNA
ENSG00000246366	LACTB2-AS1	LACTB2 antisense RNA 1 	lncRNA
ENSG00000246375	PPM1K-DT	PPM1K divergent transcript 	lncRNA
ENSG00000246379	GNAO1-DT	GNAO1 divergent transcript 	lncRNA
ENSG00000246394	ZNF84-DT	ZNF84 divergent transcript 	lncRNA
ENSG00000246422	DIAPH1-AS1	DIAPH1 antisense RNA 1 	lncRNA
ENSG00000246430	LINC00968	long intergenic non-protein coding RNA 968 	lncRNA
ENSG00000246451	KLC1-AS1	KLC1 antisense RNA 1 	lncRNA
ENSG00000246465	NA	novel transcript  LOC100506705	lncRNA
ENSG00000246477	MTMR9-AS1	MTMR9 antisense RNA 1 	lncRNA
ENSG00000246523	FZD4-DT	FZD4 divergent transcript 	lncRNA
ENSG00000246526	LINC02481	long intergenic non-protein coding RNA 2481 	lncRNA
ENSG00000246528	SLCO5A1-AS1	SLCO5A1 antisense RNA 1 	lncRNA
ENSG00000246541	SMARCAD1-DT	SMARCAD1 divergent transcript 	lncRNA
ENSG00000246548	LINC02288	long intergenic non-protein coding RNA 2288 	lncRNA
ENSG00000246560	UBE2D3-AS1	UBE2D3 antisense RNA 1 	lncRNA
ENSG00000246575	NA	retinol saturase (all-trans-retinol 13,14-reductase) (RESAT) pseudogene	unprocessed_pseudogene
ENSG00000246582	TNFRSF10A-DT	TNFRSF10A divergent transcript 	lncRNA
ENSG00000246596	SIMC1P1	SIMC1 pseudogene 1 	transcribed_unprocessed_pseudogene
ENSG00000246640	PICART1	p53 inducible cancer associated RNA transcript 1 	lncRNA
ENSG00000246662	CIBAR1-DT	CIBAR1 divergent transcript 	lncRNA
ENSG00000246695	RASSF8-AS1	RASSF8 antisense RNA 1 	lncRNA
ENSG00000246705	H2AJ	H2A.J histone 	protein_coding
ENSG00000246731	MGC16275	uncharacterized protein MGC16275 	lncRNA
ENSG00000246740	PLA2G4E-AS1	PLA2G4E antisense RNA 1 	lncRNA
ENSG00000246763	RGMB-AS1	RGMB antisense RNA 1 	lncRNA
ENSG00000246774	COL25A1-DT	COL25A1 divergent transcript 	lncRNA
ENSG00000246777	DYNC1LI2-DT	DYNC1LI2 divergent transcript 	lncRNA
ENSG00000246790	SORL1-AS1	SORL1 antisense RNA 1 	lncRNA
ENSG00000246792	NA	novel transcript	lncRNA
ENSG00000246820	RIC3-DT	RIC3 divergent transcript 	lncRNA
ENSG00000246851	NUP214-AS1	NUP214 antisense RNA 1 	lncRNA
ENSG00000246859	STARD4-AS1	STARD4 antisense RNA 1 	lncRNA
ENSG00000246863	GPR176-DT	GPR176 divergent transcript 	lncRNA
ENSG00000246876	LINC02466	long intergenic non-protein coding RNA 2466 	lncRNA
ENSG00000246877	DNM1P35	dynamin 1 pseudogene 35 	lncRNA
ENSG00000246889	CTTN-DT	CTTN divergent transcript 	lncRNA
ENSG00000246898	LINC00920	long intergenic non-protein coding RNA 920 	lncRNA
ENSG00000246922	UBAP1L	ubiquitin associated protein 1 like 	protein_coding
ENSG00000246982	BRPF3-AS1	BRPF3 antisense RNA 1 	lncRNA
ENSG00000246985	SOCS2-AS1	SOCS2 antisense RNA 1 	lncRNA
ENSG00000247011	NA	novel transcript	lncRNA
ENSG00000247033	NA	novel transcript, antisense to ZNRF1	lncRNA
ENSG00000247049	TRIM41-AS1	TRIM41 antisense RNA 1 	lncRNA
ENSG00000247077	PGAM5	PGAM family member 5, mitochondrial serine/threonine protein phosphatase 	protein_coding
ENSG00000247081	BAALC-AS1	BAALC antisense RNA 1 	lncRNA
ENSG00000247092	SNHG10	small nucleolar RNA host gene 10 	lncRNA
ENSG00000247095	MIR210HG	MIR210 host gene 	lncRNA
ENSG00000247121	NA	novel transcript, antisense to LNPEP and ERAP2	lncRNA
ENSG00000247130	NA	novel transcript	lncRNA
ENSG00000247131	NA	novel transcript, antisense to RAB3IP	lncRNA
ENSG00000247134	NA	novel transcript	lncRNA
ENSG00000247137	ANKRD42-DT	ANKRD42 divergent transcript 	lncRNA
ENSG00000247151	CSTF3-DT	CSTF3 divergent transcript 	lncRNA
ENSG00000247157	LINC01252	long intergenic non-protein coding RNA 1252 	lncRNA
ENSG00000247193	NA	novel transcript, antisense to CENTD1	lncRNA
ENSG00000247199	FBXO38-DT	FBXO38 divergent transcript 	lncRNA
ENSG00000247213	LINC01498	long intergenic non-protein coding RNA 1498 	lncRNA
ENSG00000247228	NA	novel transcript, antisense to PDPR & CLEC18C	lncRNA
ENSG00000247240	UBL7-DT	UBL7 divergent transcript 	lncRNA
ENSG00000247271	ZBED5-AS1	ZBED5 antisense RNA 1 	lncRNA
ENSG00000247287	PRKCH-AS1	PRKCH antisense RNA 1 	lncRNA
ENSG00000247311	NA	novel transcript	lncRNA
ENSG00000247315	ZCCHC3	zinc finger CCHC-type containing 3 	protein_coding
ENSG00000247317	LY6E-DT	LY6E divergent transcript 	lncRNA
ENSG00000247324	NA	novel transcript, antisense to ZNF23	lncRNA
ENSG00000247345	PDE4D-AS1	PDE4D antisense RNA 1 	lncRNA
ENSG00000247363	NUP107-DT	NUP107 divergent transcript 	lncRNA
ENSG00000247372	NA	novel transcript	lncRNA
ENSG00000247373	TMED2-DT	TMED2 divergent transcript 	lncRNA
ENSG00000247381	PLUT	PDX1 associated lncRNA, upregulator of transcription 	lncRNA
ENSG00000247400	DNAJC3-DT	DNAJC3 divergent transcript 	lncRNA
ENSG00000247402	NA	novel transcript	lncRNA
